ID,Pay_Date,Pay_Amount
PI1564,2019-11-03,264.35
PI1599,2019-11-03,282.41
PI1609,2019-11-03,92.37
PI1614,2019-11-03,133.34
PI1633,2019-11-03,344.78
PI1642,2019-11-03,246.15
PI1663,2019-11-03,61.68
PI1679,2019-11-03,87.7
PI1686,2019-11-03,310.31
PI1694,2019-11-03,327.11
PI1707,2019-11-03,200.09
PI1743,2019-11-03,283.63
PI1756,2019-11-03,260.29
PI1761,2019-11-03,184.8
PI1787,2019-11-03,350.04
PI1821,2019-11-03,97.04
PI1823,2019-11-03,206.59
PI1826,2019-11-03,211.67
PI1831,2019-11-03,178.23
PI1853,2019-11-03,102.95
PI1857,2019-11-03,84.93
PI1863,2019-11-03,160.46
PI1875,2019-11-03,198.23
PI1894,2019-11-03,191.53
PI1897,2019-11-03,357.81
PI1898,2019-11-03,110.56
PI1905,2019-11-03,147.3
PI1932,2019-11-03,132.58
PI1942,2019-11-03,380.1
PI1945,2019-11-03,113.15
PI1952,2019-11-03,109.08
PI1962,2019-11-03,318.32
PI1968,2019-11-03,188.91
PI1987,2019-11-03,68.65
PI2002,2019-11-03,209.38
PI2012,2019-11-03,132.68
PI2026,2019-11-03,91.9
PI2045,2019-11-03,191.27
PI2089,2019-11-03,245.93
PI2096,2019-11-03,303.7
PI2097,2019-11-03,177.65
PI2134,2019-11-03,194.75
PI2138,2019-11-03,234.64
PI2150,2019-11-03,101.48
PI2157,2019-11-03,160.86
PI2180,2019-11-03,143.7
PI2189,2019-11-03,211.2
PI2218,2019-11-03,235.1
PI2233,2019-11-03,164.11
PI2246,2019-11-03,144.68
PI2249,2019-11-03,105.23
PI2265,2019-11-03,175.88
PI2275,2019-11-03,235.75
PI2287,2019-11-03,341.07
PI2295,2019-11-03,113.47
PI2312,2019-11-03,159.84
PI2338,2019-11-03,268.74
PI2351,2019-11-03,204.1
PI2367,2019-11-03,227.74
PI2381,2019-11-03,289.02
PI2388,2019-11-03,188.52
PI2390,2019-11-03,204.9
PI2411,2019-11-03,331.29
PI2422,2019-11-03,144.88
PI2452,2019-11-03,78.91
PI2457,2019-11-03,328.48
PI2461,2019-11-03,156.86
PI2481,2019-11-03,277.68
PI2513,2019-11-03,228.2
PI2531,2019-11-03,149.56
PI2545,2019-11-03,268.59
PI2601,2019-11-03,193.61
PI2637,2019-11-03,175.71
PI2643,2019-11-03,237.55
PI2644,2019-11-03,112.36
PI2656,2019-11-03,251.01
PI2661,2019-11-03,207.13
PI2690,2019-11-03,154.54
PI2695,2019-11-03,152.85
PI2697,2019-11-03,106.91
PI2704,2019-11-03,179.75
PI2711,2019-11-03,182.44
PI2714,2019-11-03,262.94
PI2729,2019-11-03,209.2
PI2730,2019-11-03,242.61
PI2732,2019-11-03,185.68
PI2847,2019-11-03,193.49
PI2849,2019-11-03,298.76
PI2857,2019-11-03,103.25
PI2867,2019-11-03,108.19
PI2877,2019-11-03,172.44
PI2881,2019-11-03,196.65
PI2903,2019-11-03,145.75
PI2912,2019-11-03,179.28
PI2940,2019-11-03,145.21
PI2948,2019-11-03,227.48
PI2953,2019-11-03,198.59
PI2958,2019-11-03,176.97
PI2964,2019-11-03,274.7
PI2968,2019-11-03,164.25
PI2971,2019-11-03,268.37
PI2973,2019-11-03,119.57
PI2992,2019-11-03,242.62
PI0013,2019-11-17,221.4
PI0033,2019-11-17,263.35
PI0045,2019-11-17,206.21
PI0073,2019-11-17,129.92
PI0125,2019-11-17,101.62
PI0142,2019-11-17,228.72
PI0144,2019-11-17,159.34
PI0151,2019-11-17,191.23
PI0177,2019-11-17,221.23
PI0198,2019-11-17,266.76
PI0226,2019-11-17,288.25
PI0249,2019-11-17,258.57
PI0260,2019-11-17,329.59
PI0262,2019-11-17,209.06
PI0263,2019-11-17,189.12
PI0279,2019-11-17,93.19
PI0290,2019-11-17,168.54
PI0324,2019-11-17,139.39
PI0328,2019-11-17,250.32
PI0332,2019-11-17,124.33
PI0336,2019-11-17,256.06
PI0367,2019-11-17,330.12
PI0372,2019-11-17,138.66
PI0396,2019-11-17,263.22
PI0417,2019-11-17,174.68
PI0427,2019-11-17,117.62
PI0432,2019-11-17,285.31
PI0470,2019-11-17,313.11
PI0488,2019-11-17,140.26
PI0493,2019-11-17,241.24
PI0498,2019-11-17,227.22
PI0506,2019-11-17,107.04
PI0547,2019-11-17,253.45
PI0568,2019-11-17,96.32
PI0581,2019-11-17,129.9
PI0591,2019-11-17,121.8
PI0609,2019-11-17,192.35
PI0622,2019-11-17,206.94
PI0637,2019-11-17,192.14
PI0652,2019-11-17,132.43
PI0671,2019-11-17,177.76
PI0705,2019-11-17,290.92
PI0717,2019-11-17,255.21
PI0726,2019-11-17,262.27
PI0735,2019-11-17,255.7
PI0743,2019-11-17,278.68
PI0748,2019-11-17,228.65
PI0761,2019-11-17,260.56
PI0798,2019-11-17,224.24
PI0802,2019-11-17,109.7
PI0807,2019-11-17,112.19
PI0809,2019-11-17,270
PI0810,2019-11-17,103.22
PI0813,2019-11-17,198.87
PI0846,2019-11-17,257.7
PI0881,2019-11-17,176.34
PI0884,2019-11-17,138.76
PI0918,2019-11-17,273.4
PI0927,2019-11-17,66.24
PI1021,2019-11-17,280.41
PI1042,2019-11-17,322.2
PI1107,2019-11-17,130.35
PI1122,2019-11-17,105.38
PI1125,2019-11-17,81.4
PI1134,2019-11-17,182.9
PI1173,2019-11-17,169.37
PI1178,2019-11-17,216.53
PI1183,2019-11-17,141.19
PI1196,2019-11-17,225.38
PI1202,2019-11-17,216.87
PI1217,2019-11-17,104.15
PI1245,2019-11-17,100.94
PI1252,2019-11-17,308.39
PI1265,2019-11-17,284.57
PI1278,2019-11-17,114.05
PI1303,2019-11-17,157.95
PI1308,2019-11-17,292.99
PI1340,2019-11-17,210.88
PI1343,2019-11-17,337.01
PI1347,2019-11-17,292.88
PI1366,2019-11-17,139.32
PI1379,2019-11-17,301.94
PI1380,2019-11-17,154.62
PI1384,2019-11-17,176.09
PI1387,2019-11-17,130.62
PI1390,2019-11-17,141.65
PI1400,2019-11-17,165.84
PI1403,2019-11-17,314.69
PI1404,2019-11-17,190
PI1406,2019-11-17,176.74
PI1445,2019-11-17,220.68
PI1447,2019-11-17,67.34
PI1455,2019-11-17,245.82
PI1466,2019-11-17,240.01
PI1473,2019-11-17,233.51
PI1496,2019-11-17,178.84
PI1505,2019-11-17,304.23
PI1519,2019-11-17,345.21
PI1564,2019-11-17,311.44
PI1599,2019-11-17,267.39
PI1609,2019-11-17,181.41
PI1614,2019-11-17,136.65
PI1633,2019-11-17,223.87
PI1642,2019-11-17,291.7
PI1663,2019-11-17,190.1
PI1679,2019-11-17,227.49
PI1686,2019-11-17,314.87
PI1694,2019-11-17,193.11
PI1707,2019-11-17,234.79
PI1756,2019-11-17,208.62
PI1761,2019-11-17,206.67
PI1787,2019-11-17,140.32
PI1810,2019-11-17,133.64
PI1821,2019-11-17,189.1
PI1823,2019-11-17,144.32
PI1826,2019-11-17,149.18
PI1831,2019-11-17,198.7
PI1853,2019-11-17,174.05
PI1857,2019-11-17,166.08
PI1863,2019-11-17,61.91
PI1875,2019-11-17,185.37
PI1894,2019-11-17,144.04
PI1897,2019-11-17,300.62
PI1898,2019-11-17,214.87
PI1905,2019-11-17,104.76
PI1932,2019-11-17,109.47
PI1942,2019-11-17,78.76
PI1945,2019-11-17,144.64
PI1952,2019-11-17,102.65
PI1962,2019-11-17,265.87
PI1968,2019-11-17,217.15
PI1987,2019-11-17,157.47
PI1999,2019-11-17,192.87
PI2002,2019-11-17,285.51
PI2012,2019-11-17,141.33
PI2026,2019-11-17,149.57
PI2045,2019-11-17,220.35
PI2089,2019-11-17,181.77
PI2096,2019-11-17,282.57
PI2097,2019-11-17,282.49
PI2134,2019-11-17,240.92
PI2138,2019-11-17,246.35
PI2150,2019-11-17,165.47
PI2157,2019-11-17,209.74
PI2180,2019-11-17,158.64
PI2189,2019-11-17,77.84
PI2202,2019-11-17,178.44
PI2218,2019-11-17,199.63
PI2233,2019-11-17,152.52
PI2246,2019-11-17,262.56
PI2249,2019-11-17,139.64
PI2250,2019-11-17,151.73
PI2265,2019-11-17,143.09
PI2275,2019-11-17,182.02
PI2287,2019-11-17,127.21
PI2295,2019-11-17,135.78
PI2312,2019-11-17,101.69
PI2313,2019-11-17,149.69
PI2338,2019-11-17,211.19
PI2367,2019-11-17,268.07
PI2381,2019-11-17,422.35
PI2388,2019-11-17,194.35
PI2390,2019-11-17,214.21
PI2410,2019-11-17,131.78
PI2411,2019-11-17,241.78
PI2422,2019-11-17,166.08
PI2452,2019-11-17,219.28
PI2457,2019-11-17,347.45
PI2461,2019-11-17,127.77
PI2481,2019-11-17,192.64
PI2513,2019-11-17,269.1
PI2531,2019-11-17,274.87
PI2587,2019-11-17,158.9
PI2601,2019-11-17,238.77
PI2629,2019-11-17,206.35
PI2637,2019-11-17,131.85
PI2643,2019-11-17,326.88
PI2656,2019-11-17,315.8
PI2661,2019-11-17,184.56
PI2695,2019-11-17,173.74
PI2697,2019-11-17,86.95
PI2704,2019-11-17,185.71
PI2711,2019-11-17,89.28
PI2729,2019-11-17,123.58
PI2730,2019-11-17,227.9
PI2732,2019-11-17,132.99
PI2744,2019-11-17,314.62
PI2806,2019-11-17,206.79
PI2847,2019-11-17,98.73
PI2849,2019-11-17,207.53
PI2857,2019-11-17,144.43
PI2867,2019-11-17,139.04
PI2881,2019-11-17,178.76
PI2903,2019-11-17,123.67
PI2940,2019-11-17,271.34
PI2948,2019-11-17,377.4
PI2953,2019-11-17,197.63
PI2958,2019-11-17,133.31
PI2964,2019-11-17,257.04
PI2968,2019-11-17,316.11
PI2971,2019-11-17,247.01
PI2973,2019-11-17,145.06
PI2992,2019-11-17,146.13
PI0013,2019-12-01,180.14
PI0033,2019-12-01,123.82
PI0045,2019-12-01,341.97
PI0056,2019-12-01,178.55
PI0073,2019-12-01,175.6
PI0125,2019-12-01,105.15
PI0142,2019-12-01,95.03
PI0144,2019-12-01,126.35
PI0151,2019-12-01,248.89
PI0177,2019-12-01,206.32
PI0179,2019-12-01,157.67
PI0197,2019-12-01,119.15
PI0198,2019-12-01,140.39
PI0207,2019-12-01,192.83
PI0226,2019-12-01,309.07
PI0249,2019-12-01,185.3
PI0260,2019-12-01,223.53
PI0262,2019-12-01,254.23
PI0263,2019-12-01,206.98
PI0279,2019-12-01,0
PI0290,2019-12-01,246.81
PI0324,2019-12-01,141.3
PI0328,2019-12-01,228.28
PI0332,2019-12-01,112.75
PI0336,2019-12-01,254.58
PI0372,2019-12-01,243.75
PI0396,2019-12-01,338.13
PI0417,2019-12-01,179.53
PI0427,2019-12-01,188.71
PI0432,2019-12-01,261.67
PI0442,2019-12-01,120.13
PI0470,2019-12-01,148.59
PI0488,2019-12-01,269.11
PI0493,2019-12-01,204.88
PI0498,2019-12-01,260.43
PI0503,2019-12-01,384.22
PI0506,2019-12-01,240.82
PI0547,2019-12-01,224.08
PI0581,2019-12-01,184.72
PI0591,2019-12-01,131.26
PI0595,2019-12-01,254.46
PI0609,2019-12-01,227.79
PI0622,2019-12-01,155.5
PI0652,2019-12-01,141.7
PI0671,2019-12-01,142.33
PI0705,2019-12-01,177.84
PI0717,2019-12-01,150.13
PI0726,2019-12-01,169.39
PI0735,2019-12-01,241.8
PI0743,2019-12-01,202.07
PI0748,2019-12-01,148.39
PI0761,2019-12-01,150.5
PI0798,2019-12-01,209.94
PI0802,2019-12-01,186.33
PI0807,2019-12-01,193.89
PI0809,2019-12-01,165.39
PI0810,2019-12-01,154.33
PI0813,2019-12-01,142.67
PI0846,2019-12-01,181.68
PI0881,2019-12-01,392.26
PI0884,2019-12-01,161.22
PI0914,2019-12-01,202.25
PI0918,2019-12-01,239.25
PI0927,2019-12-01,209.32
PI1021,2019-12-01,195.36
PI1042,2019-12-01,237.16
PI1095,2019-12-01,96.3
PI1107,2019-12-01,213.69
PI1122,2019-12-01,233.03
PI1125,2019-12-01,95.38
PI1134,2019-12-01,90.83
PI1173,2019-12-01,233.13
PI1178,2019-12-01,215.85
PI1183,2019-12-01,157.42
PI1196,2019-12-01,146.58
PI1202,2019-12-01,345.99
PI1217,2019-12-01,113.06
PI1245,2019-12-01,197.19
PI1252,2019-12-01,290.29
PI1265,2019-12-01,258.31
PI1278,2019-12-01,149.94
PI1303,2019-12-01,93.12
PI1308,2019-12-01,278.98
PI1340,2019-12-01,199.14
PI1366,2019-12-01,145.35
PI1379,2019-12-01,285.4
PI1380,2019-12-01,181.98
PI1384,2019-12-01,171.59
PI1387,2019-12-01,165.29
PI1390,2019-12-01,186.58
PI1400,2019-12-01,135.49
PI1403,2019-12-01,369.48
PI1404,2019-12-01,211.98
PI1414,2019-12-01,154.19
PI1441,2019-12-01,288.39
PI1445,2019-12-01,170.77
PI1447,2019-12-01,223.3
PI1455,2019-12-01,253.75
PI1466,2019-12-01,156.38
PI1473,2019-12-01,299.91
PI1496,2019-12-01,306.02
PI1505,2019-12-01,238.88
PI1519,2019-12-01,225.72
PI1538,2019-12-01,250.02
PI1564,2019-12-01,371.65
PI1599,2019-12-01,403.76
PI1609,2019-12-01,161.4
PI1614,2019-12-01,173.65
PI1633,2019-12-01,267.08
PI1642,2019-12-01,301.74
PI1679,2019-12-01,317.34
PI1686,2019-12-01,269.32
PI1694,2019-12-01,380
PI1707,2019-12-01,195.13
PI1743,2019-12-01,182.13
PI1756,2019-12-01,239.76
PI1761,2019-12-01,107.91
PI1787,2019-12-01,179.64
PI1810,2019-12-01,126.94
PI1823,2019-12-01,133.05
PI1831,2019-12-01,258
PI1853,2019-12-01,230.29
PI1863,2019-12-01,109.63
PI1875,2019-12-01,220.5
PI1894,2019-12-01,177.16
PI1897,2019-12-01,251.7
PI1898,2019-12-01,133.6
PI1905,2019-12-01,168.48
PI1932,2019-12-01,103.86
PI1942,2019-12-01,224.5
PI1945,2019-12-01,319.1
PI1952,2019-12-01,181.77
PI1962,2019-12-01,180.24
PI1968,2019-12-01,329.44
PI1987,2019-12-01,262.67
PI1999,2019-12-01,140.99
PI2012,2019-12-01,102.9
PI2026,2019-12-01,160.74
PI2045,2019-12-01,122.85
PI2089,2019-12-01,265.26
PI2096,2019-12-01,248.18
PI2134,2019-12-01,238.84
PI2138,2019-12-01,134.87
PI2150,2019-12-01,172.08
PI2157,2019-12-01,200.34
PI2180,2019-12-01,137.63
PI2189,2019-12-01,196.83
PI2202,2019-12-01,272.22
PI2233,2019-12-01,95.81
PI2246,2019-12-01,320.97
PI2249,2019-12-01,202.44
PI2250,2019-12-01,146.17
PI2265,2019-12-01,143.36
PI2275,2019-12-01,262.59
PI2287,2019-12-01,302.64
PI2295,2019-12-01,126.29
PI2312,2019-12-01,57.47
PI2313,2019-12-01,267.77
PI2338,2019-12-01,176.93
PI2351,2019-12-01,261.77
PI2367,2019-12-01,263.86
PI2381,2019-12-01,200.83
PI2388,2019-12-01,200.94
PI2390,2019-12-01,135.35
PI2410,2019-12-01,117.97
PI2422,2019-12-01,163.58
PI2452,2019-12-01,203.74
PI2457,2019-12-01,324.9
PI2461,2019-12-01,301.77
PI2481,2019-12-01,202.73
PI2513,2019-12-01,139.77
PI2517,2019-12-01,269.09
PI2531,2019-12-01,178.44
PI2545,2019-12-01,242.44
PI2601,2019-12-01,373.2
PI2629,2019-12-01,198.86
PI2637,2019-12-01,127.13
PI2643,2019-12-01,184.26
PI2644,2019-12-01,230.31
PI2656,2019-12-01,319.17
PI2661,2019-12-01,163.92
PI2695,2019-12-01,81.61
PI2697,2019-12-01,97.49
PI2704,2019-12-01,277.37
PI2711,2019-12-01,152.83
PI2714,2019-12-01,278.89
PI2729,2019-12-01,121.07
PI2730,2019-12-01,210.49
PI2732,2019-12-01,218.31
PI2744,2019-12-01,348.94
PI2806,2019-12-01,331.09
PI2847,2019-12-01,138.85
PI2849,2019-12-01,191.08
PI2857,2019-12-01,84.89
PI2867,2019-12-01,52.39
PI2877,2019-12-01,238.36
PI2903,2019-12-01,188.62
PI2912,2019-12-01,141.99
PI2940,2019-12-01,271.44
PI2948,2019-12-01,163.24
PI2953,2019-12-01,171.59
PI2964,2019-12-01,377.91
PI2968,2019-12-01,221.59
PI2971,2019-12-01,191.33
PI2973,2019-12-01,116.33
PI2992,2019-12-01,268.82
PI0013,2019-12-15,150.14
PI0033,2019-12-15,161.69
PI0045,2019-12-15,239.39
PI0056,2019-12-15,216.61
PI0073,2019-12-15,152.81
PI0125,2019-12-15,97.67
PI0142,2019-12-15,208.01
PI0144,2019-12-15,140.74
PI0151,2019-12-15,234.27
PI0177,2019-12-15,134.16
PI0179,2019-12-15,133.32
PI0198,2019-12-15,143.49
PI0207,2019-12-15,224.93
PI0226,2019-12-15,179.08
PI0249,2019-12-15,193.26
PI0262,2019-12-15,232.68
PI0263,2019-12-15,279.89
PI0279,2019-12-15,51.7
PI0290,2019-12-15,294.72
PI0324,2019-12-15,141.62
PI0328,2019-12-15,271.65
PI0332,2019-12-15,127.28
PI0336,2019-12-15,276.29
PI0367,2019-12-15,189.62
PI0372,2019-12-15,276.25
PI0396,2019-12-15,258.96
PI0417,2019-12-15,204.2
PI0432,2019-12-15,189.4
PI0442,2019-12-15,151.83
PI0470,2019-12-15,215.51
PI0488,2019-12-15,292.8
PI0493,2019-12-15,154.35
PI0498,2019-12-15,289.24
PI0503,2019-12-15,284.04
PI0506,2019-12-15,159.26
PI0547,2019-12-15,220.35
PI0568,2019-12-15,156.1
PI0581,2019-12-15,235.41
PI0591,2019-12-15,217.41
PI0595,2019-12-15,142.06
PI0609,2019-12-15,256.35
PI0622,2019-12-15,114.09
PI0637,2019-12-15,213.28
PI0652,2019-12-15,168.71
PI0671,2019-12-15,101.47
PI0705,2019-12-15,235.54
PI0717,2019-12-15,147.29
PI0726,2019-12-15,223.94
PI0735,2019-12-15,116.79
PI0743,2019-12-15,178.31
PI0748,2019-12-15,131.74
PI0761,2019-12-15,243.47
PI0798,2019-12-15,193.33
PI0802,2019-12-15,119.21
PI0807,2019-12-15,202.2
PI0809,2019-12-15,264.94
PI0810,2019-12-15,170.37
PI0813,2019-12-15,211.33
PI0846,2019-12-15,174.63
PI0881,2019-12-15,191.47
PI0884,2019-12-15,139.12
PI0914,2019-12-15,237.46
PI0918,2019-12-15,154.94
PI0927,2019-12-15,170.59
PI1021,2019-12-15,202.47
PI1042,2019-12-15,261.91
PI1060,2019-12-15,126.46
PI1095,2019-12-15,161.05
PI1107,2019-12-15,177.25
PI1122,2019-12-15,121.77
PI1125,2019-12-15,182.83
PI1134,2019-12-15,205.03
PI1173,2019-12-15,157.86
PI1178,2019-12-15,251.2
PI1183,2019-12-15,114.37
PI1196,2019-12-15,204.88
PI1202,2019-12-15,326.73
PI1217,2019-12-15,123.36
PI1245,2019-12-15,187.47
PI1252,2019-12-15,226.52
PI1278,2019-12-15,160.98
PI1303,2019-12-15,133.69
PI1340,2019-12-15,82.78
PI1343,2019-12-15,303.49
PI1347,2019-12-15,442.43
PI1379,2019-12-15,241.06
PI1380,2019-12-15,146.67
PI1384,2019-12-15,142.23
PI1387,2019-12-15,137.74
PI1390,2019-12-15,190.8
PI1400,2019-12-15,208.22
PI1403,2019-12-15,320.33
PI1404,2019-12-15,125.07
PI1406,2019-12-15,300.19
PI1414,2019-12-15,156.29
PI1441,2019-12-15,280.29
PI1445,2019-12-15,129.8
PI1447,2019-12-15,192.47
PI1455,2019-12-15,258.98
PI1466,2019-12-15,144.63
PI1496,2019-12-15,237.64
PI1505,2019-12-15,198.4
PI1519,2019-12-15,298.9
PI1538,2019-12-15,222.39
PI1564,2019-12-15,270.89
PI1599,2019-12-15,275.85
PI1609,2019-12-15,243.11
PI1614,2019-12-15,114.32
PI1633,2019-12-15,190.33
PI1642,2019-12-15,136.11
PI1663,2019-12-15,168.83
PI1679,2019-12-15,281.81
PI1686,2019-12-15,303.11
PI1694,2019-12-15,311.88
PI1707,2019-12-15,253.3
PI1743,2019-12-15,359.38
PI1756,2019-12-15,219.39
PI1761,2019-12-15,225.36
PI1787,2019-12-15,266.01
PI1810,2019-12-15,162.1
PI1821,2019-12-15,149.39
PI1823,2019-12-15,83.32
PI1826,2019-12-15,100.7
PI1831,2019-12-15,126.48
PI1857,2019-12-15,124.7
PI1863,2019-12-15,95.98
PI1894,2019-12-15,56.52
PI1898,2019-12-15,165.22
PI1905,2019-12-15,126.63
PI1932,2019-12-15,156.12
PI1942,2019-12-15,308.77
PI1945,2019-12-15,232.02
PI1952,2019-12-15,137.26
PI1962,2019-12-15,264.06
PI1968,2019-12-15,162.35
PI1987,2019-12-15,265.54
PI1999,2019-12-15,179.63
PI2002,2019-12-15,276.48
PI2012,2019-12-15,159.15
PI2026,2019-12-15,159.12
PI2045,2019-12-15,208.81
PI2089,2019-12-15,270.57
PI2096,2019-12-15,361.4
PI2097,2019-12-15,254.46
PI2138,2019-12-15,155.52
PI2150,2019-12-15,161.22
PI2157,2019-12-15,230.81
PI2180,2019-12-15,198.26
PI2189,2019-12-15,175.86
PI2202,2019-12-15,233.4
PI2218,2019-12-15,200.96
PI2233,2019-12-15,138.25
PI2246,2019-12-15,208.7
PI2249,2019-12-15,145.37
PI2250,2019-12-15,153.49
PI2265,2019-12-15,83.32
PI2287,2019-12-15,256.25
PI2295,2019-12-15,96.05
PI2312,2019-12-15,151.79
PI2313,2019-12-15,233.86
PI2338,2019-12-15,163.65
PI2351,2019-12-15,219.35
PI2367,2019-12-15,315.31
PI2381,2019-12-15,236.33
PI2388,2019-12-15,211.77
PI2390,2019-12-15,216.02
PI2410,2019-12-15,183.43
PI2411,2019-12-15,157.1
PI2422,2019-12-15,245.09
PI2452,2019-12-15,189.46
PI2457,2019-12-15,165.43
PI2461,2019-12-15,189.47
PI2481,2019-12-15,212.94
PI2513,2019-12-15,279.64
PI2517,2019-12-15,324.55
PI2531,2019-12-15,272.56
PI2545,2019-12-15,289.87
PI2587,2019-12-15,224.86
PI2601,2019-12-15,237.54
PI2629,2019-12-15,176.4
PI2637,2019-12-15,147.58
PI2643,2019-12-15,361.51
PI2644,2019-12-15,275.16
PI2656,2019-12-15,333.61
PI2690,2019-12-15,203.44
PI2695,2019-12-15,106.6
PI2697,2019-12-15,75.12
PI2704,2019-12-15,143.42
PI2711,2019-12-15,124.19
PI2714,2019-12-15,270.77
PI2729,2019-12-15,154.96
PI2730,2019-12-15,256.02
PI2732,2019-12-15,195.74
PI2744,2019-12-15,332.91
PI2806,2019-12-15,206.91
PI2847,2019-12-15,219.01
PI2849,2019-12-15,269.81
PI2857,2019-12-15,157.26
PI2867,2019-12-15,192.05
PI2877,2019-12-15,137.75
PI2881,2019-12-15,209.94
PI2903,2019-12-15,179.75
PI2912,2019-12-15,106.71
PI2948,2019-12-15,211.98
PI2953,2019-12-15,138.7
PI2958,2019-12-15,143.03
PI2964,2019-12-15,284.19
PI2968,2019-12-15,302.1
PI2971,2019-12-15,267.5
PI0013,2019-12-29,142.57
PI0033,2019-12-29,198.75
PI0045,2019-12-29,222.47
PI0056,2019-12-29,253.03
PI0073,2019-12-29,250.45
PI0125,2019-12-29,163.83
PI0142,2019-12-29,193.32
PI0144,2019-12-29,131.34
PI0151,2019-12-29,177.28
PI0177,2019-12-29,224.6
PI0179,2019-12-29,140.64
PI0197,2019-12-29,179.42
PI0207,2019-12-29,203.02
PI0226,2019-12-29,130.88
PI0249,2019-12-29,145.26
PI0260,2019-12-29,184.85
PI0262,2019-12-29,216.07
PI0263,2019-12-29,300.45
PI0277,2019-12-29,229.2
PI0279,2019-12-29,159.04
PI0290,2019-12-29,321.2
PI0332,2019-12-29,230.36
PI0336,2019-12-29,106.89
PI0367,2019-12-29,311.91
PI0372,2019-12-29,162.58
PI0417,2019-12-29,239.39
PI0427,2019-12-29,142.43
PI0432,2019-12-29,299.42
PI0470,2019-12-29,251.41
PI0488,2019-12-29,176.55
PI0493,2019-12-29,234.29
PI0498,2019-12-29,255.06
PI0503,2019-12-29,351.59
PI0568,2019-12-29,151.24
PI0581,2019-12-29,235.93
PI0591,2019-12-29,156.55
PI0595,2019-12-29,200.4
PI0609,2019-12-29,267.01
PI0622,2019-12-29,87.98
PI0637,2019-12-29,301.44
PI0652,2019-12-29,184.99
PI0671,2019-12-29,123.44
PI0705,2019-12-29,105.02
PI0717,2019-12-29,212.96
PI0726,2019-12-29,148.25
PI0735,2019-12-29,204.56
PI0743,2019-12-29,149.88
PI0748,2019-12-29,236.8
PI0761,2019-12-29,223.77
PI0798,2019-12-29,187.86
PI0802,2019-12-29,92.13
PI0807,2019-12-29,182.88
PI0809,2019-12-29,239.31
PI0810,2019-12-29,186.76
PI0813,2019-12-29,220.28
PI0846,2019-12-29,246.61
PI0881,2019-12-29,416.54
PI0884,2019-12-29,133.27
PI0914,2019-12-29,138.1
PI0918,2019-12-29,171.98
PI0927,2019-12-29,155.36
PI1021,2019-12-29,131.01
PI1042,2019-12-29,226.4
PI1060,2019-12-29,140.97
PI1095,2019-12-29,62.82
PI1107,2019-12-29,224.83
PI1122,2019-12-29,192.77
PI1125,2019-12-29,132.72
PI1173,2019-12-29,215.63
PI1178,2019-12-29,328.44
PI1183,2019-12-29,159.3
PI1196,2019-12-29,211.45
PI1202,2019-12-29,280.63
PI1217,2019-12-29,144.04
PI1245,2019-12-29,136.54
PI1252,2019-12-29,286.32
PI1265,2019-12-29,163.61
PI1278,2019-12-29,178.29
PI1303,2019-12-29,196.32
PI1308,2019-12-29,198.82
PI1340,2019-12-29,158.92
PI1343,2019-12-29,175.7
PI1347,2019-12-29,197.62
PI1366,2019-12-29,85.06
PI1379,2019-12-29,286.23
PI1380,2019-12-29,112.82
PI1384,2019-12-29,187.39
PI1387,2019-12-29,110.99
PI1390,2019-12-29,137.26
PI1400,2019-12-29,119.25
PI1403,2019-12-29,313.67
PI1404,2019-12-29,263.2
PI1406,2019-12-29,198.41
PI1414,2019-12-29,244.62
PI1441,2019-12-29,249.93
PI1445,2019-12-29,160.89
PI1447,2019-12-29,88.64
PI1455,2019-12-29,256.09
PI1466,2019-12-29,182.65
PI1473,2019-12-29,176.34
PI1496,2019-12-29,105.56
PI1505,2019-12-29,186.09
PI1519,2019-12-29,384.09
PI1538,2019-12-29,149.39
PI1564,2019-12-29,268.25
PI1599,2019-12-29,277.97
PI1609,2019-12-29,280.54
PI1614,2019-12-29,158.85
PI1642,2019-12-29,261.83
PI1663,2019-12-29,149.01
PI1679,2019-12-29,312.93
PI1686,2019-12-29,288.55
PI1694,2019-12-29,162.01
PI1707,2019-12-29,119.58
PI1743,2019-12-29,281.76
PI1756,2019-12-29,308.07
PI1787,2019-12-29,276.65
PI1810,2019-12-29,160.12
PI1821,2019-12-29,138.06
PI1823,2019-12-29,163.35
PI1826,2019-12-29,150.01
PI1831,2019-12-29,212.75
PI1853,2019-12-29,255.92
PI1857,2019-12-29,162.09
PI1863,2019-12-29,146.28
PI1875,2019-12-29,204.27
PI1894,2019-12-29,176.04
PI1897,2019-12-29,245.08
PI1898,2019-12-29,92.42
PI1905,2019-12-29,147.04
PI1932,2019-12-29,141.7
PI1942,2019-12-29,201.28
PI1945,2019-12-29,237.61
PI1952,2019-12-29,78.36
PI1962,2019-12-29,211.13
PI1968,2019-12-29,237.6
PI1987,2019-12-29,259.32
PI1999,2019-12-29,166.57
PI2012,2019-12-29,119.45
PI2026,2019-12-29,179.26
PI2045,2019-12-29,208.27
PI2089,2019-12-29,161.5
PI2096,2019-12-29,234.11
PI2097,2019-12-29,318.45
PI2134,2019-12-29,224.7
PI2138,2019-12-29,261.05
PI2150,2019-12-29,129.11
PI2157,2019-12-29,196.74
PI2180,2019-12-29,207.73
PI2189,2019-12-29,250.63
PI2202,2019-12-29,135.86
PI2218,2019-12-29,251.7
PI2233,2019-12-29,204.49
