ID,FINYEAR,CODE1,CODE2,CODE3,CODE4,CODE5,CODE6,CODE7,CODE8,AMT1,AMT2,AMT3,AMT4,AMT5,AMT6,AMT7,AMT8
PI0726,2020,SA01,SA22,,,,,,,00789,03335,,,,,,
PI0732,2020,SA12,,,,,,,,08262,,,,,,,
PI0735,2020,SA12,,,,,,,,08262,,,,,,,
PI0737,2020,SA22,,,,,,,,03335,,,,,,,
PI0738,2020,SA14,SA04,,,,,,,24736,21943,,,,,,
PI0739,2020,SA04,,,,,,,,11958,,,,,,,
PI0743,2020,SA12,SA13,SA16,,,,,,07862,00500,02306,,,,,
PI0747,2020,SA12,,,,,,,,07462,,,,,,,
PI0748,2020,SA12,,,,,,,,07862,,,,,,,
PI0752,2020,SA12,,,,,,,,03731,,,,,,,
PI0753,2020,SA12,,,,,,,,08262,,,,,,,
PI0754,2020,SA14,SA13,SA16,SA19,,,,,04948,01312,04152,04033,,,,
PI0761,2020,SA14,,,,,,,,01980,,,,,,,
PI0764,2020,SA14,,,,,,,,01980,,,,,,,
PI0771,2020,SA14,,,,,,,,20284,,,,,,,
PI0775,2020,SA12,,,,,,,,07462,,,,,,,
PI0778,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0779,2020,SA15,SA14,,,,,,,02300,03711,,,,,,
PI0792,2020,SA01,SA12,,,,,,,01062,08262,,,,,,
PI0793,2020,SA12,,,,,,,,07462,,,,,,,
PI0797,2020,SA14,SA12,SA13,SA16,,,,,01980,07862,01250,03445,,,,
PI0798,2020,SA14,,,,,,,,20284,,,,,,,
PI0800,2020,SA12,,,,,,,,07862,,,,,,,
PI0802,2020,SA14,SA13,SA16,,,,,,01400,01313,00922,,,,,
PI0804,2020,SA14,,,,,,,,20284,,,,,,,
PI0806,2020,SA13,SA16,SA17,SA19,,,,,00465,06195,01000,08050,,,,
PI0807,2020,SA14,SA12,,,,,,,02721,08262,,,,,,
PI0809,2020,SA15,SA12,SA13,SA16,,,,,15525,07862,01250,03245,,,,
PI0810,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0813,2020,SA12,SA13,SA16,,,,,,07462,01250,00657,,,,,
PI0815,2020,SA14,SA12,SA16,,,,,,01980,07462,00745,,,,,
PI0817,2020,SA12,,,,,,,,08262,,,,,,,
PI0818,2020,SA02,SA14,SA13,SA16,,,,,00239,00990,00500,03097,,,,
PI0819,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0824,2020,SA15,SA23,,,,,,,42000,01000,,,,,,
PI0827,2020,SA14,SA12,,,,,,,03116,08262,,,,,,
PI0832,2020,SA14,,,,,,,,04948,,,,,,,
PI0837,2020,SA14,,,,,,,,19215,,,,,,,
PI0838,2020,SA12,SA05,SA16,SA19,,,,,08262,01000,05945,08047,,,,
PI0841,2020,SA12,SA16,SA19,,,,,,03931,03872,08057,,,,,
PI0846,2020,SA12,,,,,,,,07462,,,,,,,
PI0849,2020,SA12,,,,,,,,07462,,,,,,,
PI0850,2020,SA12,,,,,,,,07462,,,,,,,
PI0852,2020,SA12,,,,,,,,07862,,,,,,,
PI0854,2020,SA12,SA13,SA16,,,,,,07862,01250,05806,,,,,
PI0865,2020,SA12,,,,,,,,07862,,,,,,,
PI0866,2020,SA14,,,,,,,,07422,,,,,,,
PI0870,2020,SA01,SA12,SA05,,,,,,01233,08262,01000,,,,,
PI0872,2020,SA12,,,,,,,,03731,,,,,,,
PI0876,2020,SA01,SA12,SA13,SA16,,,,,00137,08262,00426,03345,,,,
PI0881,2020,SA15,,,,,,,,12500,,,,,,,
PI0883,2020,SA12,,,,,,,,07462,,,,,,,
PI0884,2020,SA16,SA17,,,,,,,06195,01000,,,,,,
PI0886,2020,SA12,SA13,SA16,,,,,,07862,01000,06969,,,,,
PI0888,2020,SA14,SA16,,,,,,,01980,06913,,,,,,
PI0892,2020,SA12,,,,,,,,08262,,,,,,,
PI0896,2020,SA14,,,,,,,,03463,,,,,,,
PI0898,2020,SA02,SA12,,,,,,,00385,07862,,,,,,
PI0900,2020,SA14,SA12,SA16,,,,,,01980,07862,03145,,,,,
PI0904,2020,SA01,SA14,SA12,SA05,,,,,01314,05442,08262,01000,,,,
PI0905,2020,SA14,SA16,,,,,,,01650,03634,,,,,,
PI0906,2020,SA01,SA12,SA05,,,,,,00777,08262,01000,,,,,
PI0909,2020,SA12,,,,,,,,07462,,,,,,,
PI0912,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0914,2020,SA16,,,,,,,,03072,,,,,,,
PI0918,2020,SA12,SA04,,,,,,,07462,00276,,,,,,
PI0920,2020,SA22,,,,,,,,03335,,,,,,,
PI0927,2020,SA12,,,,,,,,08262,,,,,,,
PI0929,2020,SA14,SA12,SA13,SA16,,,,,01980,07462,01250,02145,,,,
PI0936,2020,SA14,SA12,,,,,,,01980,03731,,,,,,
PI0942,2020,SA12,,,,,,,,07462,,,,,,,
PI0946,2020,SA14,SA12,SA13,SA16,,,,,01980,07462,01250,05145,,,,
PI0947,2020,SA12,,,,,,,,08262,,,,,,,
PI0948,2020,SA02,SA12,SA16,SA17,SA19,,,,01978,07862,07744,01000,08057,,,
PI0950,2020,SA12,SA13,SA16,,,,,,07862,01000,00522,,,,,
PI0951,2020,SA14,,,,,,,,20284,,,,,,,
PI0954,2020,SA14,,,,,,,,01980,,,,,,,
PI0956,2020,SA12,,,,,,,,07462,,,,,,,
PI0959,2020,SA07,SA14,,,,,,,02960,20284,,,,,,
PI0961,2020,SA04,,,,,,,,07668,,,,,,,
PI0964,2020,SA14,,,,,,,,01980,,,,,,,
PI0965,2020,SA01,SA14,SA22,,,,,,00888,06432,03335,,,,,
PI0970,2020,SA13,SA16,SA19,,,,,,01250,06195,00020,,,,,
PI0976,2020,SA10,SA12,,,,,,,02000,07462,,,,,,
PI0978,2020,SA01,SA14,SA12,,,,,,01340,01980,08262,,,,,
PI0979,2020,SA14,,,,,,,,00495,,,,,,,
PI0980,2020,SA12,SA16,SA19,,,,,,07462,06195,08039,,,,,
PI0981,2020,SA12,,,,,,,,07058,,,,,,,
PI0984,2020,SA12,SA16,SA19,,,,,,03731,03098,04019,,,,,
PI0986,2020,SA12,,,,,,,,03931,,,,,,,
PI0988,2020,SA14,SA12,SA16,,,,,,01980,07462,04245,,,,,
PI0989,2020,SA14,SA16,,,,,,,01980,06195,,,,,,
PI0995,2020,SA01,SA12,SA05,,,,,,00348,08262,01000,,,,,
PI0996,2020,SA12,,,,,,,,00402,,,,,,,
PI0998,2020,SA12,,,,,,,,07462,,,,,,,
PI0999,2020,SA13,SA16,SA17,,,,,,01500,06195,01000,,,,,
PI1000,2020,SA25,,,,,,,,35562,,,,,,,
PI1001,2020,SA22,,,,,,,,03335,,,,,,,
PI1003,2020,SA12,,,,,,,,07862,,,,,,,
PI1005,2020,SA14,,,,,,,,01980,,,,,,,
PI1012,2020,SA14,SA12,,,,,,,07422,07462,,,,,,
PI1015,2020,SA12,,,,,,,,07862,,,,,,,
PI1017,2020,SA14,SA12,SA13,SA16,,,,,01980,03731,01500,04045,,,,
PI1020,2020,SA15,SA04,,,,,,,22000,08765,,,,,,
PI1021,2020,SA01,SA12,,,,,,,01550,08262,,,,,,
PI1023,2020,SA12,,,,,,,,07462,,,,,,,
PI1027,2020,SA15,,,,,,,,18000,,,,,,,
PI1028,2020,SA12,,,,,,,,08262,,,,,,,
PI1030,2020,SA14,SA12,,,,,,,07422,07462,,,,,,
PI1031,2020,SA01,SA14,SA22,,,,,,01550,05442,03335,,,,,
PI1035,2020,SA09,SA12,,,,,,,00500,04131,,,,,,
PI1037,2020,SA01,SA12,,,,,,,01546,08262,,,,,,
PI1038,2020,SA14,SA16,SA17,,,,,,01980,06195,01000,,,,,
PI1041,2020,SA01,SA12,,,,,,,01498,08262,,,,,,
PI1042,2020,SA14,,,,,,,,17531,,,,,,,
PI1048,2020,SA14,,,,,,,,20284,,,,,,,
PI1049,2020,SA15,,,,,,,,52500,,,,,,,
PI1055,2020,SA04,,,,,,,,16685,,,,,,,
PI1057,2020,SA14,SA12,SA13,SA16,,,,,06926,07862,01250,03445,,,,
PI1058,2020,SA22,,,,,,,,01668,,,,,,,
PI1060,2020,SA14,SA12,,,,,,,00990,07462,,,,,,
PI1064,2020,SA14,,,,,,,,07422,,,,,,,
PI1070,2020,SA13,,,,,,,,00625,,,,,,,
PI1072,2020,SA14,SA12,,,,,,,06432,07462,,,,,,
PI1076,2020,SA14,,,,,,,,03898,,,,,,,
PI1077,2020,SA12,,,,,,,,08262,,,,,,,
PI1085,2020,SA12,,,,,,,,03931,,,,,,,
PI1088,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1092,2020,SA12,,,,,,,,04131,,,,,,,
PI1093,2020,SA12,,,,,,,,07862,,,,,,,
PI1094,2020,SA14,SA12,,,,,,,07422,03731,,,,,,
PI1095,2020,SA14,,,,,,,,40070,,,,,,,
PI1096,2020,SA14,,,,,,,,16903,,,,,,,
PI1102,2020,SA02,,,,,,,,02400,,,,,,,
PI1104,2020,SA14,,,,,,,,00496,,,,,,,
PI1106,2020,SA12,,,,,,,,08262,,,,,,,
PI1107,2020,SA14,,,,,,,,13423,,,,,,,
PI1114,2020,SA14,,,,,,,,01979,,,,,,,
PI1116,2020,SA12,,,,,,,,07462,,,,,,,
PI1119,2020,SA14,,,,,,,,19296,,,,,,,
PI1120,2020,SA12,,,,,,,,07862,,,,,,,
PI1121,2020,SA13,SA16,,,,,,,00500,02323,,,,,,
PI1122,2020,SA12,,,,,,,,04131,,,,,,,
PI1125,2020,SA16,,,,,,,,03073,,,,,,,
PI1127,2020,SA14,SA13,SA16,SA17,SA19,,,,06926,01219,03098,00500,04013,,,
PI1132,2020,SA12,,,,,,,,07462,,,,,,,
PI1134,2020,SA12,,,,,,,,07462,,,,,,,
PI1137,2020,SA16,SA19,,,,,,,06045,08057,,,,,,
PI1138,2020,SA01,SA12,,,,,,,00139,08262,,,,,,
PI1141,2020,SA14,,,,,,,,05828,,,,,,,
PI1144,2020,SA12,,,,,,,,03731,,,,,,,
PI1145,2020,SA02,SA12,,,,,,,02000,07462,,,,,,
PI1156,2020,SA14,SA16,,,,,,,01979,08518,,,,,,
PI1165,2020,SA12,,,,,,,,07462,,,,,,,
PI1166,2020,SA14,,,,,,,,20284,,,,,,,
PI1169,2020,SA12,,,,,,,,07462,,,,,,,
PI1171,2020,SA15,,,,,,,,50000,,,,,,,
PI1173,2020,SA12,SA16,SA19,,,,,,07462,06195,08057,,,,,
PI1176,2020,SA12,,,,,,,,07862,,,,,,,
PI1178,2020,SA12,SA16,SA17,SA19,,,,,08262,06195,01000,08053,,,,
PI1179,2020,SA01,SA14,SA22,,,,,,00375,07422,03335,,,,,
PI1183,2020,SA14,,,,,,,,20284,,,,,,,
PI1184,2020,SA12,,,,,,,,08262,,,,,,,
PI1189,2020,SA14,,,,,,,,01980,,,,,,,
PI1195,2020,SA12,,,,,,,,07862,,,,,,,
PI1196,2020,SA12,,,,,,,,07862,,,,,,,
PI1198,2020,SA14,SA16,,,,,,,01155,01549,,,,,,
PI1202,2020,SA16,,,,,,,,00774,,,,,,,
PI1205,2020,SA12,,,,,,,,08262,,,,,,,
PI1206,2020,SA14,SA12,,,,,,,03415,07462,,,,,,
PI1213,2020,SA02,SA12,SA16,SA19,,,,,01383,07462,05745,08057,,,,
PI1217,2020,SA12,,,,,,,,07462,,,,,,,
PI1224,2020,SA12,SA13,SA16,,,,,,07862,01000,05045,,,,,
PI1225,2020,SA14,,,,,,,,16903,,,,,,,
PI1226,2020,SA14,,,,,,,,02599,,,,,,,
PI1231,2020,SA01,SA12,,,,,,,00988,08262,,,,,,
PI1233,2020,SA01,SA12,,,,,,,00802,08262,,,,,,
PI1235,2020,SA14,SA13,SA16,SA17,SA04,,,,06926,00750,06195,01000,11808,,,
PI1237,2020,SA12,,,,,,,,07462,,,,,,,
PI1240,2020,SA12,,,,,,,,07862,,,,,,,
PI1241,2020,SA14,SA12,SA13,SA16,,,,,01980,07462,01000,04445,,,,
PI1243,2020,SA14,,,,,,,,04335,,,,,,,
PI1245,2020,SA12,,,,,,,,08262,,,,,,,
PI1248,2020,SA14,,,,,,,,20284,,,,,,,
PI1252,2020,SA12,SA16,SA19,,,,,,07862,02972,08057,,,,,
PI1258,2020,SA14,,,,,,,,20284,,,,,,,
PI1262,2020,SA12,,,,,,,,07462,,,,,,,
PI1264,2020,SA16,SA19,,,,,,,05145,08057,,,,,,
PI1265,2020,SA15,SA02,SA12,,,,,,14500,01382,07462,,,,,
PI1268,2020,SA14,,,,,,,,40070,,,,,,,
PI1270,2020,SA12,,,,,,,,07862,,,,,,,
PI1272,2020,SA01,SA14,SA12,SA05,,,,,00701,01980,08262,01000,,,,
PI1273,2020,SA12,,,,,,,,07862,,,,,,,
PI1274,2020,SA23,SA12,SA05,,,,,,01000,08262,01000,,,,,
PI1278,2020,SA14,,,,,,,,09705,,,,,,,
PI1279,2020,SA14,,,,,,,,18500,,,,,,,
PI1285,2020,SA14,,,,,,,,07422,,,,,,,
PI1286,2020,SA14,SA12,SA16,SA19,,,,,01485,07862,06195,08057,,,,
PI1293,2020,SA12,,,,,,,,03731,,,,,,,
PI1296,2020,SA14,SA12,,,,,,,05938,07462,,,,,,
PI1297,2020,SA02,SA14,,,,,,,01750,01980,,,,,,
PI1299,2020,SA12,,,,,,,,03731,,,,,,,
PI1303,2020,SA15,SA14,SA16,,,,,,28285,00990,03097,,,,,
PI1304,2020,SA12,,,,,,,,03731,,,,,,,
PI1307,2020,SA15,SA14,,,,,,,18500,01980,,,,,,
PI1308,2020,SA14,,,,,,,,01980,,,,,,,
PI1309,2020,SA12,SA16,SA19,,,,,,08262,06145,08057,,,,,
PI1311,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1317,2020,SA12,,,,,,,,07462,,,,,,,
PI1322,2020,SA12,,,,,,,,07462,,,,,,,
PI1330,2020,SA14,SA13,SA16,,,,,,01980,01500,05045,,,,,
PI1337,2020,SA02,SA12,SA16,SA19,,,,,01099,07462,06195,08057,,,,
PI1340,2020,SA14,SA12,SA13,SA16,,,,,01980,07462,01250,03145,,,,
PI1341,2020,SA14,SA12,SA13,SA16,SA19,,,,05938,03731,01000,06195,08053,,,
PI1342,2020,SA16,SA19,,,,,,,03098,04033,,,,,,
PI1343,2020,SA01,SA12,SA16,SA19,,,,,01550,04131,03098,04033,,,,
PI1347,2020,SA15,SA02,SA14,SA16,,,,,25000,00752,01980,03845,,,,
PI1348,2020,SA16,,,,,,,,02245,,,,,,,
PI1351,2020,SA23,SA12,,,,,,,01000,08262,,,,,,
PI1352,2020,SA14,,,,,,,,08164,,,,,,,
PI1353,2020,SA12,,,,,,,,08262,,,,,,,
PI1359,2020,SA12,,,,,,,,08262,,,,,,,
PI1360,2020,SA14,SA16,,,,,,,00990,03072,,,,,,
PI1362,2020,SA14,,,,,,,,01980,,,,,,,
PI1365,2020,SA15,,,,,,,,28000,,,,,,,
PI1366,2020,SA01,SA12,SA05,,,,,,01915,08262,01000,,,,,
PI1368,2020,SA13,SA16,SA17,SA19,,,,,01250,06969,01000,08057,,,,
PI1369,2020,SA14,SA13,SA16,,,,,,06061,00625,05421,,,,,
PI1370,2020,SA14,,,,,,,,20284,,,,,,,
PI1372,2020,SA12,SA16,SA17,SA19,,,,,07862,06195,01000,08057,,,,
PI1374,2020,SA12,,,,,,,,08262,,,,,,,
PI1378,2020,SA12,SA13,SA16,,,,,,08262,01000,04345,,,,,
PI1379,2020,SA14,SA13,SA16,SA17,,,,,06926,01500,06969,01000,,,,
PI1380,2020,SA02,SA14,SA13,SA16,SA19,,,,03073,03639,01000,06969,08036,,,
PI1383,2020,SA01,SA12,SA05,,,,,,00389,08262,01000,,,,,
PI1384,2020,SA12,,,,,,,,08262,,,,,,,
PI1386,2020,SA12,,,,,,,,03731,,,,,,,
PI1387,2020,SA14,,,,,,,,13852,,,,,,,
PI1388,2020,SA14,SA12,SA05,,,,,,01980,08262,01000,,,,,
PI1390,2020,SA12,,,,,,,,08262,,,,,,,
PI1393,2020,SA12,,,,,,,,08262,,,,,,,
PI1394,2020,SA23,SA12,SA16,SA17,SA19,,,,00500,03931,06195,01000,08049,,,
PI1396,2020,SA12,,,,,,,,08262,,,,,,,
PI1397,2020,SA14,SA13,SA16,,,,,,01980,01125,02884,,,,,
PI1400,2020,SA14,,,,,,,,40070,,,,,,,
PI1402,2020,SA14,SA04,,,,,,,03908,14726,,,,,,
PI1403,2020,SA01,SA12,SA05,,,,,,01544,08262,01000,,,,,
PI1404,2020,SA12,SA16,,,,,,,07462,05545,,,,,,
PI1406,2020,SA14,,,,,,,,19215,,,,,,,
PI1412,2020,SA14,,,,,,,,07422,,,,,,,
PI1414,2020,SA12,,,,,,,,08262,,,,,,,
PI1415,2020,SA14,SA12,SA16,,,,,,01980,08262,04245,,,,,
PI1417,2020,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1421,2020,SA12,,,,,,,,08262,,,,,,,
PI1424,2020,SA14,,,,,,,,03728,,,,,,,
PI1426,2020,SA14,SA13,SA16,,,,,,03463,00750,03098,,,,,
PI1429,2020,SA14,SA16,,,,,,,00660,01549,,,,,,
PI1431,2020,SA14,,,,,,,,05195,,,,,,,
PI1432,2020,SA13,SA16,SA17,SA19,,,,,01000,06195,01000,08036,,,,
PI1436,2020,SA23,SA12,,,,,,,01000,08262,,,,,,
PI1437,2020,SA12,,,,,,,,07862,,,,,,,
PI1438,2020,SA16,SA19,,,,,,,06195,08057,,,,,,
PI1439,2020,SA14,SA12,,,,,,,05442,07862,,,,,,
PI1441,2020,SA12,,,,,,,,08262,,,,,,,
PI1445,2020,SA04,,,,,,,,05772,,,,,,,
PI1447,2020,SA12,,,,,,,,07862,,,,,,,
PI1450,2020,SA14,,,,,,,,20284,,,,,,,
PI1451,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1453,2020,SA12,SA13,SA16,,,,,,07462,01500,05432,,,,,
PI1455,2020,SA14,,,,,,,,40070,,,,,,,
PI1462,2020,SA12,SA16,SA17,SA19,,,,,07462,06195,01000,08046,,,,
PI1463,2020,SA12,SA05,,,,,,,07462,01000,,,,,,
PI1465,2020,SA12,,,,,,,,07462,,,,,,,
PI1466,2020,SA12,,,,,,,,07462,,,,,,,
PI1468,2020,SA01,SA12,SA16,,,,,,00969,08262,05845,,,,,
PI1473,2020,SA12,,,,,,,,07462,,,,,,,
PI1474,2020,SA12,SA13,SA16,,,,,,03731,00625,03934,,,,,
PI1475,2020,SA01,SA12,,,,,,,00458,07462,,,,,,
PI1478,2020,SA12,,,,,,,,07462,,,,,,,
PI1479,2020,SA14,,,,,,,,20284,,,,,,,
PI1482,2020,SA02,SA12,SA16,SA17,SA19,,,,00515,07462,06195,01000,08057,,,
PI1486,2020,SA12,SA13,SA16,,,,,,08262,01000,05145,,,,,
PI1488,2020,SA02,SA14,,,,,,,00067,01980,,,,,,
PI1491,2020,SA16,SA17,,,,,,,06195,01000,,,,,,
PI1493,2020,SA12,,,,,,,,03931,,,,,,,
PI1496,2020,SA14,SA12,,,,,,,02721,03731,,,,,,
PI1497,2020,SA12,,,,,,,,07862,,,,,,,
PI1499,2020,SA25,,,,,,,,29769,,,,,,,
PI1500,2020,SA14,SA16,,,,,,,01980,06195,,,,,,
PI1501,2020,SA12,SA13,SA16,,,,,,07462,01250,01945,,,,,
PI1505,2020,SA14,SA13,SA16,,,,,,01980,01500,01145,,,,,
PI1519,2020,SA16,SA19,,,,,,,07744,08057,,,,,,
PI1521,2020,SA14,,,,,,,,10142,,,,,,,
PI1522,2020,SA04,,,,,,,,10765,,,,,,,
PI1523,2020,SA12,,,,,,,,07862,,,,,,,
PI1524,2020,SA12,,,,,,,,08262,,,,,,,
PI1526,2020,SA12,,,,,,,,05356,,,,,,,
PI1527,2020,SA12,,,,,,,,07462,,,,,,,
PI1532,2020,SA12,,,,,,,,07862,,,,,,,
PI1538,2020,SA12,,,,,,,,08262,,,,,,,
PI1540,2020,SA12,SA16,SA19,,,,,,07462,03045,08033,,,,,
PI1543,2020,SA12,,,,,,,,07862,,,,,,,
PI1544,2020,SA12,SA16,SA19,,,,,,07462,06195,08053,,,,,
PI1546,2020,SA12,SA13,SA16,,,,,,08262,01000,04745,,,,,
PI1554,2020,SA14,,,,,,,,20284,,,,,,,
PI1555,2020,SA12,SA19,,,,,,,08262,08057,,,,,,
PI1559,2020,SA12,,,,,,,,07462,,,,,,,
PI1561,2020,SA15,SA14,,,,,,,03726,01980,,,,,,
PI1564,2020,SA01,,,,,,,,00645,,,,,,,
PI1565,2020,SA14,,,,,,,,09894,,,,,,,
PI1569,2020,SA14,SA04,,,,,,,20284,13623,,,,,,
PI1570,2020,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1571,2020,SA12,SA16,SA19,,,,,,07462,03097,08057,,,,,
PI1572,2020,SA14,,,,,,,,20284,,,,,,,
PI1574,2020,SA12,,,,,,,,07462,,,,,,,
PI1575,2020,SA12,,,,,,,,08262,,,,,,,
PI1577,2020,SA14,,,,,,,,20284,,,,,,,
PI1578,2020,SA12,,,,,,,,07462,,,,,,,
PI1581,2020,SA02,SA14,,,,,,,02000,01980,,,,,,
PI1583,2020,SA12,SA16,,,,,,,07462,02772,,,,,,
PI1588,2020,SA04,,,,,,,,03201,,,,,,,
PI1589,2020,SA14,,,,,,,,20284,,,,,,,
PI1595,2020,SA12,,,,,,,,07462,,,,,,,
PI1597,2020,SA12,SA16,,,,,,,08262,00572,,,,,,
PI1599,2020,SA12,,,,,,,,07462,,,,,,,
PI1600,2020,SA14,,,,,,,,01980,,,,,,,
PI1601,2020,SA12,,,,,,,,07462,,,,,,,
PI1602,2020,SA12,,,,,,,,07462,,,,,,,
PI1604,2020,SA14,SA16,,,,,,,05938,01345,,,,,,
PI1609,2020,SA15,SA01,SA14,SA22,,,,,04000,01064,05442,03335,,,,
PI1610,2020,SA12,,,,,,,,07862,,,,,,,
PI1613,2020,SA14,SA13,SA16,,,,,,06926,01125,04647,,,,,
PI1614,2020,SA07,,,,,,,,00885,,,,,,,
PI1615,2020,SA12,,,,,,,,07462,,,,,,,
PI1619,2020,SA14,SA12,,,,,,,05442,03731,,,,,,
PI1630,2020,SA12,,,,,,,,08262,,,,,,,
PI1631,2020,SA14,,,,,,,,20284,,,,,,,
PI1633,2020,SA14,SA12,,,,,,,05442,07862,,,,,,
PI1634,2020,SA12,,,,,,,,07462,,,,,,,
PI1635,2020,SA14,,,,,,,,00248,,,,,,,
PI1640,2020,SA12,,,,,,,,05356,,,,,,,
PI1642,2020,SA22,,,,,,,,03335,,,,,,,
PI1644,2020,SA12,,,,,,,,03731,,,,,,,
PI1646,2020,SA14,,,,,,,,20285,,,,,,,
PI1648,2020,SA12,,,,,,,,08262,,,,,,,
PI1649,2020,SA12,,,,,,,,08262,,,,,,,
PI1650,2020,SA04,,,,,,,,03234,,,,,,,
PI1653,2020,SA15,SA14,,,,,,,03750,03241,,,,,,
PI1654,2020,SA15,SA09,SA14,,,,,,02167,00900,01980,,,,,
PI1657,2020,SA12,,,,,,,,07462,,,,,,,
PI1659,2020,SA25,,,,,,,,26067,,,,,,,
PI1660,2020,SA12,,,,,,,,07462,,,,,,,
PI1662,2020,SA12,,,,,,,,07862,,,,,,,
PI1663,2020,SA12,,,,,,,,07462,,,,,,,
PI1664,2020,SA14,SA16,,,,,,,01980,06195,,,,,,
PI1665,2020,SA14,,,,,,,,06587,,,,,,,
PI1666,2020,SA12,,,,,,,,07462,,,,,,,
PI1667,2020,SA04,,,,,,,,11818,,,,,,,
PI1669,2020,SA14,SA12,,,,,,,12370,08262,,,,,,
PI1672,2020,SA12,,,,,,,,08262,,,,,,,
PI1674,2020,SA01,SA12,,,,,,,00155,08262,,,,,,
PI1679,2020,SA12,,,,,,,,07862,,,,,,,
PI1686,2020,SA14,,,,,,,,20284,,,,,,,
PI1688,2020,SA12,SA16,SA19,,,,,,07862,06195,08045,,,,,
PI1691,2020,SA02,SA14,,,,,,,01056,01980,,,,,,
PI1692,2020,SA02,SA14,SA12,SA13,SA16,,,,02000,01979,07462,01000,03431,,,
PI1693,2020,SA12,SA13,SA16,,,,,,04131,00625,02403,,,,,
PI1694,2020,SA14,SA16,,,,,,,01980,04647,,,,,,
PI1697,2020,SA14,,,,,,,,16903,,,,,,,
PI1701,2020,SA01,SA12,,,,,,,01120,08262,,,,,,
PI1704,2020,SA12,,,,,,,,08262,,,,,,,
PI1706,2020,SA14,,,,,,,,20035,,,,,,,
PI1707,2020,SA12,,,,,,,,08262,,,,,,,
PI1708,2020,SA12,SA13,SA16,,,,,,07462,01250,02556,,,,,
PI1711,2020,SA12,,,,,,,,04131,,,,,,,
PI1716,2020,SA14,SA22,,,,,,,03991,03335,,,,,,
PI1720,2020,SA14,SA12,,,,,,,07422,07462,,,,,,
PI1721,2020,SA01,SA12,,,,,,,00836,08262,,,,,,
PI1726,2020,SA14,,,,,,,,06432,,,,,,,
PI1730,2020,SA14,SA16,,,,,,,01980,06195,,,,,,
PI1732,2020,SA14,SA16,,,,,,,01980,05345,,,,,,
PI1738,2020,SA12,,,,,,,,07462,,,,,,,
PI1739,2020,SA12,,,,,,,,07462,,,,,,,
PI1740,2020,SA14,,,,,,,,03367,,,,,,,
PI1742,2020,SA14,SA12,,,,,,,03831,07462,,,,,,
PI1743,2020,SA12,SA19,,,,,,,07862,08057,,,,,,
PI1744,2020,SA12,,,,,,,,03731,,,,,,,
PI1752,2020,SA15,,,,,,,,07000,,,,,,,
PI1756,2020,SA01,SA12,SA05,,,,,,00442,08262,01000,,,,,
PI1758,2020,SA15,SA14,,,,,,,17500,01980,,,,,,
PI1761,2020,SA12,,,,,,,,07579,,,,,,,
PI1762,2020,SA01,SA12,,,,,,,00696,08262,,,,,,
PI1765,2020,SA14,,,,,,,,40070,,,,,,,
PI1768,2020,SA14,SA12,SA13,SA16,,,,,01980,07862,01000,04345,,,,
PI1772,2020,SA14,SA13,SA16,SA17,,,,,05443,01500,06195,01000,,,,
PI1773,2020,SA01,SA12,,,,,,,00164,08262,,,,,,
PI1775,2020,SA15,SA14,,,,,,,14315,07422,,,,,,
PI1780,2020,SA23,SA12,SA04,,,,,,01000,07862,06686,,,,,
PI1782,2020,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1786,2020,SA16,SA17,,,,,,,06969,01000,,,,,,
PI1787,2020,SA12,,,,,,,,07462,,,,,,,
PI1790,2020,SA02,SA13,,,,,,,00031,00625,,,,,,
PI1793,2020,SA14,SA12,,,,,,,05442,07862,,,,,,
PI1794,2020,SA14,,,,,,,,20284,,,,,,,
PI1796,2020,SA16,SA19,,,,,,,08518,08048,,,,,,
PI1798,2020,SA14,,,,,,,,04390,,,,,,,
PI1802,2020,SA14,,,,,,,,40070,,,,,,,
PI1804,2020,SA12,,,,,,,,08262,,,,,,,
PI1806,2020,SA12,,,,,,,,07462,,,,,,,
PI1810,2020,SA25,,,,,,,,31657,,,,,,,
PI1812,2020,SA12,,,,,,,,07462,,,,,,,
PI1813,2020,SA15,,,,,,,,39340,,,,,,,
PI1816,2020,SA15,SA14,SA12,,,,,,05530,06432,05231,,,,,
PI1817,2020,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1819,2020,SA16,,,,,,,,06195,,,,,,,
PI1820,2020,SA12,,,,,,,,02200,,,,,,,
PI1821,2020,SA15,SA14,SA16,SA17,,,,,06600,01980,06195,01000,,,,
PI1823,2020,SA14,,,,,,,,06432,,,,,,,
PI1826,2020,SA12,,,,,,,,07862,,,,,,,
PI1827,2020,SA12,SA16,SA17,SA19,,,,,07462,06195,01000,08043,,,,
PI1829,2020,SA14,,,,,,,,07422,,,,,,,
